"Date","Price","Open","High","Low","Change %"
"Nov 20, 2015","6.3850","6.3812","6.3869","6.3771","0.03"
"Nov 19, 2015","6.3830","6.3845","6.3850","6.3730","-0.03"
"Nov 18, 2015","6.3849","6.3788","6.3866","6.3776","0.10"
"Nov 17, 2015","6.3786","6.3687","6.3798","6.3670","0.12"
"Nov 16, 2015","6.3712","6.3759","6.3803","6.3602","-0.04"
"Nov 13, 2015","6.3737","6.3687","6.3753","6.3682","0.07"
"Nov 12, 2015","6.3693","6.3687","6.3695","6.3637","0.03"
"Nov 11, 2015","6.3674","6.3608","6.3674","6.3561","0.09"
"Nov 10, 2015","6.3618","6.3619","6.3645","6.3530","-0.00"
"Nov 09, 2015","6.3621","6.3636","6.3674","6.3569","0.14"
"Nov 06, 2015","6.3530","6.3485","6.3548","6.3437","0.11"
"Nov 05, 2015","6.3461","6.3380","6.3467","6.3350","0.16"
"Nov 04, 2015","6.3359","6.3348","6.3415","6.3310","-0.00"
"Nov 03, 2015","6.3361","6.3336","6.3418","6.3320","-0.02"
"Nov 02, 2015","6.3374","6.3187","6.3460","6.3171","0.31"
"Oct 30, 2015","6.3181","6.3421","6.3496","6.3157","-0.61"
"Oct 29, 2015","6.3567","6.3588","6.3616","6.3513","-0.04"
"Oct 28, 2015","6.3592","6.3530","6.3599","6.3527","0.09"
"Oct 27, 2015","6.3532","6.3491","6.3549","6.3450","0.00"
"Oct 26, 2015","6.3532","6.3490","6.3593","6.3473","0.06"
"Oct 23, 2015","6.3491","6.3577","6.3613","6.3474","-0.14"
"Oct 22, 2015","6.3580","6.3453","6.3580","6.3450","0.14"
"Oct 21, 2015","6.3493","6.3435","6.3503","6.3401","0.01"
"Oct 20, 2015","6.3484","6.3600","6.3688","6.3423","-0.18"
"Oct 19, 2015","6.3601","6.3550","6.3665","6.3540","0.12"
"Oct 16, 2015","6.3525","6.3457","6.3593","6.3455","0.10"
"Oct 15, 2015","6.3462","6.3480","6.3484","6.3396","-0.02"
"Oct 14, 2015","6.3477","6.3420","6.3497","6.3410","0.09"
"Oct 13, 2015","6.3423","6.3210","6.3423","6.3210","0.31"
"Oct 12, 2015","6.3230","6.3350","6.3376","6.3175","-0.35"
"Oct 09, 2015","6.3453","6.3529","6.3532","6.3429","-0.13"
"Oct 08, 2015","6.3535","6.3555","6.3560","6.3470","-0.04"
"Oct 07, 2015","6.3560","6.3559","6.3560","6.3559","0.00"
"Oct 06, 2015","6.3560","6.3559","6.3560","6.3559","0.00"
"Oct 05, 2015","6.3560","6.3559","6.3560","6.3559","0.00"
"Oct 02, 2015","6.3560","6.3559","6.3560","6.3559","0.00"
"Oct 01, 2015","6.3560","6.3559","6.3560","6.3559","-0.02"
"Sep 30, 2015","6.3571","6.3636","6.3651","6.3495","-0.10"
"Sep 29, 2015","6.3636","6.3687","6.3702","6.3600","-0.08"
"Sep 28, 2015","6.3688","6.3725","6.3727","6.3650","-0.08"
"Sep 25, 2015","6.3741","6.3823","6.3826","6.3715","-0.14"
"Sep 24, 2015","6.3833","6.3798","6.3845","6.3750","-0.01"
"Sep 23, 2015","6.3837","6.3755","6.3843","6.3750","0.12"
